DepCountryCode,ArrCountryCode,2021/07/01,2021/07/02,2021/07/03,2021/07/04,2021/07/05,2021/07/06,2021/07/07,2021/07/08,2021/07/09,2021/07/10,2021/07/11,2021/07/12,2021/07/13,2021/07/14,2021/07/15,2021/07/16,2021/07/17,2021/07/18,2021/07/19,2021/07/20,2021/07/21,2021/07/22,2021/07/23,2021/07/24,2021/07/25,2021/07/26,2021/07/27,2021/07/28,2021/07/29,2021/07/30,2021/07/31,2021/08/01,2021/08/02,2021/08/03,2021/08/04,2021/08/05,2021/08/06,2021/08/07,2021/08/08,2021/08/09,2021/08/10,2021/08/11,2021/08/12,2021/08/13,2021/08/14,2021/08/15,2021/08/16,2021/08/17,2021/08/18,2021/08/19,2021/08/20,2021/08/21,2021/08/22,2021/08/23,2021/08/24,2021/08/25,2021/08/26,2021/08/27,2021/08/28,2021/08/29,2021/08/30,2021/08/31,2021/09/01,2021/09/02,2021/09/03,2021/09/04,2021/09/05,2021/09/06,2021/09/07,2021/09/08,2021/09/09,2021/09/10,2021/09/11,2021/09/12,2021/09/13,2021/09/14,2021/09/15,2021/09/16,2021/09/17,2021/09/18,2021/09/19,2021/09/20,2021/09/21,2021/09/22,2021/09/23,2021/09/24,2021/09/25,2021/09/26,2021/09/27,2021/09/28,2021/09/29,2021/09/30,2021/10/01,2021/10/02,2021/10/03,2021/10/04,2021/10/05,2021/10/06,2021/10/07,2021/10/08,2021/10/09,2021/10/10,2021/10/11,2021/10/12,2021/10/13,2021/10/14,2021/10/15,2021/10/16,2021/10/17,2021/10/18,2021/10/19,2021/10/20,2021/10/21,2021/10/22,2021/10/23,2021/10/24,2021/10/25,2021/10/26,2021/10/27,2021/10/28,2021/10/29,2021/10/30,2021/10/31,2021/11/01,2021/11/02,2021/11/03,2021/11/04,2021/11/05,2021/11/06,2021/11/07,2021/11/08,2021/11/09,2021/11/10,2021/11/11,2021/11/12,2021/11/13,2021/11/14,2021/11/15,2021/11/16,2021/11/17,2021/11/18,2021/11/19,2021/11/20,2021/11/21,2021/11/22,2021/11/23,2021/11/24,2021/11/25,2021/11/26,2021/11/27,2021/11/28,2021/11/29,2021/11/30,2021/12/01,2021/12/02,2021/12/03,2021/12/04,2021/12/05,2021/12/06,2021/12/07,2021/12/08,2021/12/09,2021/12/10,2021/12/11,2021/12/12,2021/12/13,2021/12/14,2021/12/15,2021/12/16,2021/12/17,2021/12/18,2021/12/19,2021/12/20,2021/12/21,2021/12/22,2021/12/23,2021/12/24,2021/12/25,2021/12/26,2021/12/27,2021/12/28,2021/12/29,2021/12/30,2021/12/31,NA
10,14,157.232,250.43,0,407.662,0,0,0,157.232,250.43,0,0,0,0,0,157.232,0,0,0,0,0,0,157.232,0,0,0,221.9,0,0,157.232,0,0,0,0,221.9,0,157.232,0,0,0,221.9,221.9,467.892,379.132,0,221.9,221.9,221.9,0,221.9,379.132,0,221.9,221.9,221.9,0,221.9,379.132,0,221.9,221.9,221.9,0,0,157.232,0,250.43,221.9,221.9,0,0,379.132,0,250.43,221.9,250.43,0,0,629.562,0,250.43,250.43,250.43,0,0,407.662,0,250.43,250.43,250.43,0,0,629.562,0,0,0,250.43,250.43,496.422,407.662,250.43,250.43,250.43,250.43,250.43,496.422,407.662,250.43,250.43,250.43,250.43,250.43,496.422,407.662,250.43,250.43,250.43,250.43,0,496.422,157.232,250.43,250.43,0,0,0,221.9,0,114.12,0,114.12,114.12,0,336.02,0,114.12,0,114.12,114.12,0,472.33,0,364.55,0,250.43,364.55,0,586.45,0,364.55,0,364.55,364.55,0,852.096,737.976,410.198,737.976,1148.174,364.55,0,1102.526,737.976,317,737.976,1075.898,364.55,0,1102.526,960.51,724.662,1117.742,630.83,114.12,221.9,779.82,960.51,336.02,1182.41,566.162,114.12,516.71,779.82,665.7,336.02,6210.03
10,15,228.24,122.996,0,228.24,122.996,122.996,221.9,228.24,122.996,0,228.24,122.996,122.996,0,228.24,221.266,0,228.24,122.996,122.996,0,221.9,122.996,221.9,228.24,122.996,122.996,0,221.9,122.996,0,228.24,122.996,122.996,221.9,228.24,122.996,0,228.24,122.996,228.24,0,221.9,122.996,221.9,228.24,122.996,122.996,0,228.24,122.996,0,228.24,122.996,122.996,0,228.24,122.996,0,228.24,122.996,122.996,122.996,228.24,122.996,122.996,228.24,122.996,122.996,122.996,228.24,122.996,122.996,245.992,368.988,245.992,245.992,228.24,122.996,122.996,228.24,122.996,122.996,122.996,209.22,122.996,344.896,209.22,122.996,122.996,0,228.24,122.996,122.996,228.24,245.992,122.996,0,228.24,122.996,344.896,228.24,122.996,122.996,0,122.996,122.996,122.996,228.24,351.236,122.996,0,228.24,122.996,221.9,228.24,245.992,122.996,0,228.24,122.996,0,228.24,122.996,122.996,0,228.24,122.996,0,228.24,122.996,122.996,0,209.22,351.236,221.9,228.24,122.996,122.996,122.996,474.232,122.996,122.996,344.896,437.46,122.996,344.896,228.24,122.996,467.892,228.24,491.984,122.996,122.996,228.24,122.996,122.996,228.24,122.996,122.996,245.992,228.24,122.996,344.896,474.232,122.996,122.996,245.992,228.24,122.996,122.996,228.24,122.996,228.24,122.996,351.236,122.996,344.896,228.24,122.996,122.996,0,228.24,122.996,60
11,0,4448.778,4000.54,4600.304,3447.692,3665.154,3255.59,4541.976,5186.754,5053.614,5428.942,5133.498,4462.092,3543.426,3150.98,3871.838,3667.69,3824.288,4113.392,4181.23,3403.312,3330.402,4313.736,3704.462,3386.828,3929.532,3610.63,2390.18,2771.848,3817.948,3660.082,909.79,1001.72,745.584,909.79,1001.72,1154.514,546.508,909.79,751.29,745.584,909.79,1001.72,932.614,768.408,909.79,751.29,774.114,909.79,751.29,932.614,546.508,909.79,751.29,523.684,500.86,751.29,682.184,296.078,659.36,751.29,22.824,909.79,500.86,932.614,45.648,659.36,0,22.824,158.5,0,181.324,45.648,408.93,500.86,22.824,158.5,0,181.324,45.648,408.93,500.86,22.824,158.5,0,181.324,45.648,408.93,500.86,22.824,158.5,0,181.324,45.648,408.93,500.86,22.824,158.5,0,181.324,45.648,408.93,500.86,22.824,158.5,0,181.324,45.648,408.93,250.43,22.824,158.5,0,181.324,45.648,408.93,500.86,22.824,158.5,0,181.324,45.648,408.93,0,273.254,158.5,250.43,431.754,546.508,158.5,500.86,22.824,158.5,250.43,431.754,546.508,158.5,500.86,22.824,158.5,250.43,431.754,546.508,158.5,500.86,22.824,158.5,250.43,431.754,546.508,158.5,500.86,22.824,158.5,500.86,840.684,546.508,567.43,500.86,495.154,817.86,500.86,840.684,1018.838,567.43,500.86,495.154,706.91,500.86,840.684,1018.838,567.43,500.86,495.154,817.86,523.684,1086.676,796.938,567.43,500.86,472.33,817.86,523.684,1086.676,796.938,3483.83
11,2,250.43,158.5,0,250.43,0,158.5,0,250.43,158.5,0,250.43,0,158.5,0,472.33,158.5,0,250.43,0,158.5,0,250.43,250.43,0,250.43,0,158.5,0,250.43,158.5,0,250.43,0,158.5,158.5,250.43,250.43,0,250.43,0,158.5,0,250.43,250.43,0,250.43,0,158.5,0,250.43,158.5,0,250.43,0,158.5,0,472.33,158.5,0,250.43,0,158.5,0,250.43,158.5,0,250.43,0,158.5,0,250.43,158.5,0,250.43,0,250.43,158.5,250.43,250.43,0,250.43,0,158.5,0,250.43,250.43,0,250.43,0,158.5,0,250.43,0,0,250.43,0,158.5,158.5,250.43,182.592,0,250.43,0,158.5,0,250.43,182.592,0,250.43,0,158.5,0,472.33,182.592,0,250.43,0,158.5,0,250.43,182.592,0,250.43,250.43,0,250.43,250.43,182.592,0,250.43,158.5,0,0,250.43,182.592,0,250.43,158.5,0,0,250.43,182.592,0,250.43,158.5,0,0,472.33,182.592,0,250.43,158.5,0,317,500.86,475.5,475.5,500.86,475.5,0,0,500.86,475.5,0,500.86,475.5,0,547.776,500.86,547.776,0,500.86,475.5,0,0,722.76,475.5,0,500.86,475.5,0,0,500.86,547.776,0
11,2,0,462.186,0,0,211.756,30,0,30,462.186,0,0,211.756,30,0,30,462.186,0,0,211.756,30,0,30,472.33,0,0,211.756,30,0,30,462.186,0,0,0,158.5,0,30,158.5,158.5,0,0,158.5,0,30,250.43,158.5,0,0,158.5,0,30,250.43,158.5,0,0,158.5,0,30,250.43,158.5,0,0,158.5,0,30,250.43,158.5,0,0,158.5,0,30,250.43,158.5,0,0,158.5,0,30,250.43,158.5,0,0,158.5,0,30,250.43,158.5,0,0,30,0,0,250.43,158.5,30,0,30,0,30,250.43,0,30,0,30,0,30,250.43,0,30,0,30,0,30,250.43,0,30,30,30,0,30,250.43,0,30,0,30,0,211.756,250.43,0,30,30,211.756,0,211.756,250.43,0,30,158.5,211.756,0,211.756,250.43,0,158.5,158.5,211.756,0,211.756,250.43,0,30,158.5,211.756,0,211.756,1252.15,0,60,158.5,221.9,0,221.9,1252.15,0,30,158.5,221.9,0,221.9,1252.15,0,30,158.5,221.9,0,221.9,1252.15,0,30,0,30,0,30,1252.15,250.43
11,13,443.8,221.9,665.7,221.9,221.9,665.7,665.7,443.8,221.9,665.7,221.9,221.9,665.7,665.7,443.8,221.9,665.7,221.9,221.9,665.7,665.7,443.8,221.9,665.7,221.9,221.9,665.7,665.7,443.8,221.9,665.7,221.9,221.9,665.7,665.7,443.8,221.9,665.7,221.9,221.9,665.7,665.7,443.8,221.9,665.7,221.9,221.9,665.7,665.7,443.8,221.9,665.7,221.9,221.9,665.7,665.7,443.8,221.9,665.7,221.9,221.9,665.7,665.7,443.8,221.9,665.7,221.9,221.9,665.7,665.7,443.8,221.9,665.7,221.9,221.9,665.7,665.7,443.8,221.9,665.7,221.9,221.9,665.7,665.7,443.8,221.9,665.7,221.9,221.9,665.7,665.7,443.8,221.9,665.7,221.9,221.9,665.7,665.7,443.8,221.9,665.7,221.9,221.9,665.7,665.7,443.8,221.9,665.7,221.9,221.9,665.7,665.7,443.8,221.9,665.7,221.9,221.9,665.7,665.7,443.8,221.9,665.7,221.9,221.9,665.7,665.7,443.8,221.9,665.7,221.9,221.9,665.7,665.7,443.8,221.9,665.7,221.9,221.9,665.7,665.7,443.8,221.9,665.7,221.9,221.9,665.7,665.7,443.8,221.9,665.7,221.9,221.9,665.7,3994.2,3106.6,1775.2,3994.2,887.6,1775.2,3994.2,3994.2,3106.6,1775.2,3994.2,887.6,1775.2,3994.2,3994.2,3106.6,1775.2,3994.2,887.6,1775.2,3994.2,3994.2,3106.6,1775.2,3994.2,887.6,1775.2,3994.2,3994.2,3106.6,1775.2,0
12,2,221.9,523.05,122.996,98.27,122.996,190.2,336.02,361.38,114.12,262.476,0,122.996,380.4,395.616,519.88,646.046,262.476,0,122.996,221.9,336.02,348.7,364.55,262.476,0,122.996,221.9,494.52,543.972,394.348,245.992,98.27,139.48,443.8,557.92,519.88,434.29,262.476,98.27,139.48,221.9,361.38,361.38,434.29,348.7,98.27,420.976,221.9,678.38,361.38,434.29,262.476,98.27,297.98,221.9,361.38,361.38,434.29,262.476,98.27,297.98,221.9,566.796,361.38,336.02,376.596,0,297.98,221.9,344.896,361.38,336.02,262.476,0,297.98,221.9,566.796,361.38,434.29,262.476,0,297.98,0,221.9,262.476,336.02,262.476,0,297.98,221.9,443.8,262.476,320.17,262.476,0,297.98,221.9,566.796,262.476,221.9,262.476,0,158.5,221.9,443.8,361.38,320.17,262.476,0,297.98,221.9,221.9,344.896,221.9,245.992,0,448.872,221.9,443.8,344.896,472.33,245.992,325.876,448.872,336.02,344.896,336.02,320.17,360.112,0,562.992,336.02,344.896,336.02,472.33,360.112,0,448.872,336.02,344.896,336.02,320.17,360.112,0,448.872,336.02,344.896,336.02,595.326,360.112,0,448.872,336.02,459.016,443.8,443.166,368.988,0,448.872,634,680.916,443.8,940.222,368.988,0,448.872,634,776.016,443.8,542.07,368.988,0,448.872,634,795.036,443.8,694.23,122.996,0,325.876,634,795.036,694.23,542.07,3956.16
12,2,1248.98,790.8,645.412,573.136,412.1,877.456,814.056,1139.5,665.7,655.556,443.8,251.9,907.456,877.456,1109.5,665.7,675.412,443.8,251.9,907.456,917.6,1109.5,695.7,645.412,463.656,221.9,907.456,907.456,1089.212,695.7,645.412,1034.256,412.1,1014.4,951,1172.9,1046.1,632.3,662.3,221.9,750.656,981,1152.18,945.496,755.296,771.78,317,890.136,951,1122.18,877.456,632.3,771.78,317,750.656,760.8,982.7,725.296,632.3,602.3,221.9,750.656,1200.796,1299.7,776.852,665.7,816.996,347,493.656,990.308,1129.356,586.652,685.556,937.456,251.9,553.656,1099.356,1139.5,786.996,685.556,653.856,317,663.136,1329.7,1150.076,776.852,665.7,653.856,317,855.036,846.996,673.28,1097.656,472.1,694,220.2,724,724,1230.796,1107.8,502.1,694,412.1,673.28,1359.7,965.352,625.096,658.9,1329.7,538.9,481.38,915.9,574.376,724,664,694,412.1,915.9,915.9,816.996,724,280.2,625.096,220.2,724,711.32,1008.896,1287.02,855.9,1230.796,412.1,724,857.976,1008.896,724,280.2,1038.896,250.2,340.2,882.5,1200.796,865.18,855.9,1422.696,412.1,915.9,1008.896,1200.796,1107.8,855.9,1422.696,412.1,915.9,1190.652,1200.796,1008.896,502.1,1536.816,412.1,945.9,1190.652,1200.796,1107.8,472.1,1422.696,412.1,1329.7,1200.796,1230.796,1299.7,759.1,1463.272,412.1,882.5,1223.62,1127.252,1226.156,537.2,739.216,220.2,562.1,694,625.096,502.1,0
12,5,904.084,1248.98,901.75,1150.076,1150.076,683.654,1368.172,683.654,1150.076,1148.174,1176.07,1176.07,709.648,1173.736,709.648,1176.07,1148.174,1176.07,1078.636,709.648,1438.546,683.654,1150.076,1122.18,1150.076,1150.076,683.654,1394.166,930.078,929.646,927.744,1176.07,1112.036,961.144,1374.512,866.044,1425.232,989.04,1112.036,861.606,710.714,1079.702,615.614,1174.802,710.714,833.71,986.706,1060.048,1330.132,866.044,1425.232,989.04,891.606,1112.036,740.714,1487.364,645.614,1362.034,645.614,1048.838,1112.036,740.714,1266.934,840.05,1556.47,932.816,1022.844,960.712,714.72,1461.37,840.05,1746.67,619.62,1219.182,988.608,935.15,1461.37,619.62,1746.67,963.046,1121.748,865.612,935.15,1461.37,619.62,1746.67,840.05,1121.748,865.612,714.72,1461.37,840.05,1746.67,1058.146,1117.944,960.712,935.15,1240.94,840.05,1746.67,935.15,1424.598,1181.142,1181.142,994.948,840.05,1556.47,960.712,1109.068,1209.038,714.72,1461.37,619.62,1339.844,837.716,1121.748,988.608,714.72,1240.94,619.62,1367.74,837.716,1216.848,1014.602,759.734,1311.314,645.614,1488.834,986.706,1207.972,1014.602,740.714,1266.934,645.614,1488.834,740.714,1084.976,1014.602,740.714,1266.934,645.614,1389.93,986.706,1112.872,1014.602,740.714,1266.934,645.614,1488.834,962.614,1112.872,1078.636,740.714,2226.378,1577.162,2448.278,1823.154,1980.386,1842.174,1317.222,2098.31,1568.286,2320.21,1646.902,1980.386,2067.878,1336.242,2098.31,1646.902,2339.23,1892.894,2103.382,2019.694,1515.03,2098.31,1646.902,2074.218,1400.91,1980.386,1714.106,1331.17,1734.394,1577.162,1639.294,30
12,7,1058.78,868.58,1058.78,966.85,868.58,868.58,868.58,1280.68,868.58,1058.78,868.58,868.58,868.58,868.58,1280.68,868.58,1058.78,966.85,868.58,868.58,868.58,1058.78,966.85,1058.78,966.85,966.85,868.58,868.58,1280.68,868.58,960.51,868.58,868.58,868.58,868.58,1280.68,868.58,960.51,966.85,868.58,868.58,868.58,1058.78,868.58,960.51,966.85,1058.78,868.58,868.58,1058.78,966.85,960.51,966.85,1157.05,868.58,868.58,1280.68,868.58,960.51,966.85,868.58,868.58,1027.08,1367.538,892.038,983.968,1053.708,955.438,955.438,1113.938,1304.138,805.18,897.11,868.58,868.58,868.58,1027.08,1315.55,706.91,995.38,966.85,868.58,868.58,805.18,1093.65,903.45,897.11,868.58,1058.78,868.58,1027.08,1315.55,646.68,897.11,706.91,805.18,706.91,928.81,1217.28,805.18,897.11,706.91,706.91,706.91,928.81,1439.18,1113.938,798.84,608.64,608.64,608.64,608.64,1119.01,1027.08,798.84,608.64,608.64,608.64,830.54,1340.91,1125.35,798.84,767.14,608.64,608.64,830.54,1020.74,805.18,1020.74,608.64,608.64,608.64,830.54,1119.01,706.91,1020.74,608.64,608.64,608.64,608.64,1020.74,1027.08,798.84,608.64,608.64,608.64,830.54,1439.18,928.81,1020.74,608.64,608.64,608.64,672.04,1306.04,1090.48,1084.14,672.04,672.04,672.04,992.21,1306.04,992.21,1033.42,672.04,672.04,672.04,672.04,1182.41,1090.48,862.24,672.04,672.04,672.04,770.31,862.24,770.31,862.24,672.04,672.04,672.04,672.04,862.24,770.31,0
12,13,1420.16,1131.056,1156.416,1131.056,1016.936,1131.056,1131.056,1524.136,1131.056,1156.416,1131.056,1016.936,1131.056,1016.936,1420.16,1131.056,1156.416,1131.056,1016.936,1131.056,1131.056,1524.136,1131.056,1156.416,1131.056,1016.936,1016.936,1131.056,1524.136,1131.056,1156.416,1344.08,1131.056,1156.416,1131.056,1346.616,1131.056,1207.136,1369.44,1131.056,1156.416,1131.056,1346.616,1131.056,1207.136,1369.44,1131.056,1156.416,1131.056,1346.616,1131.056,1207.136,1369.44,1131.056,1156.416,1131.056,1346.616,1131.056,1207.136,1369.44,1131.056,1156.416,1131.056,1346.616,1131.056,1207.136,1356.76,1131.056,1156.416,1131.056,1346.616,1131.056,1207.136,1369.44,1131.056,1156.416,1131.056,1346.616,1229.96,1207.136,1369.44,1131.056,1156.416,1229.96,1346.616,1270.536,1207.136,1356.76,1131.056,1435.376,1131.056,1346.616,1270.536,1321.256,1369.44,1131.056,1295.896,1131.056,1346.616,1270.536,1321.256,1369.44,1131.056,1295.896,1131.056,1346.616,1270.536,1321.256,1369.44,1131.056,1390.996,1131.056,1346.616,1270.536,1321.256,1369.44,1131.056,1295.896,1131.056,1346.616,1270.536,1321.256,1369.44,1131.056,1295.896,1254.052,1469.612,1393.532,1321.256,1356.76,1131.056,1295.896,1254.052,1346.616,1270.536,1321.256,1369.44,1131.056,1295.896,1131.056,1346.616,1270.536,1321.256,1242.64,1131.056,1295.896,1131.056,1346.616,1270.536,1321.256,1369.44,1016.936,1295.896,2262.112,2265.916,2541.072,2215.196,2639.976,1910.876,2215.196,2262.112,2380.036,2541.072,2215.196,2639.976,1910.876,2215.196,2262.112,2380.036,2541.072,2164.476,2541.072,1910.876,2215.196,2139.116,2380.036,2418.076,2050.356,2418.076,1910.876,2092.2,2139.116,2257.04,2418.076,0
12,14,576.306,250.43,379.132,250.43,250.43,629.562,250.43,902.182,250.43,379.132,250.43,250.43,629.562,373.426,576.306,250.43,483.108,472.33,250.43,629.562,250.43,576.306,250.43,379.132,250.43,250.43,851.462,459.65,576.306,250.43,379.132,250.43,250.43,629.562,472.33,921.202,250.43,379.132,472.33,250.43,629.562,373.426,576.306,250.43,379.132,472.33,158.5,752.558,250.43,576.306,250.43,379.132,595.326,250.43,629.562,250.43,576.306,699.302,379.132,459.65,250.43,961.778,472.33,798.206,250.43,379.132,250.43,250.43,629.562,250.43,699.302,472.33,379.132,472.33,250.43,856.534,595.326,576.306,250.43,379.132,472.33,250.43,733.538,373.426,576.306,250.43,483.108,250.43,250.43,629.562,472.33,576.306,256.77,483.108,250.43,250.43,733.538,496.422,576.306,373.426,483.108,250.43,250.43,629.562,496.422,576.306,373.426,483.108,158.5,250.43,641.608,373.426,576.306,250.43,483.108,158.5,250.43,641.608,576.306,576.306,250.43,325.876,158.5,315.732,408.93,595.326,408.93,407.662,158.5,478.67,315.732,408.93,595.326,408.93,414.002,158.5,478.67,315.732,408.93,373.426,408.93,414.002,380.4,256.77,317,408.93,373.426,408.93,415.27,158.5,531.926,414.002,408.93,916.13,408.93,635.902,158.5,496.422,315.732,317,626.392,317,280.228,297.98,404.492,315.732,317,626.392,507.2,280.228,297.98,404.492,315.732,317,626.392,507.2,379.132,297.98,404.492,315.732,317,576.94,507.2,280.228,4052.528
13,0,2669.14,2453.58,2453.58,2447.24,2447.24,2475.77,2225.34,2919.57,2453.58,2704.01,2697.67,2447.24,2475.77,1616.7,2691.33,2003.44,2253.87,2184.13,1997.1,2025.63,1775.2,2469.43,2003.44,2253.87,2469.43,2219,2247.53,1775.2,2469.43,2003.44,1645.23,2247.53,1997.1,2025.63,1997.1,2469.43,2003.44,2253.87,2247.53,1997.1,2025.63,1775.2,2247.53,2003.44,2253.87,2247.53,1997.1,1797.39,1775.2,2469.43,2003.44,2253.87,2247.53,1997.1,2025.63,1775.2,2247.53,2003.44,2253.87,2247.53,1997.1,2025.63,1775.2,2025.63,1775.2,2031.97,2025.63,1838.6,1867.13,1616.7,2089.03,1616.7,2095.37,2089.03,1838.6,1867.13,1616.7,2247.53,1616.7,2095.37,2089.03,1838.6,1867.13,1325.06,2310.93,1775.2,1867.13,2089.03,1838.6,1867.13,1610.36,1797.39,1623.04,1803.73,2089.03,1997.1,1575.49,1616.7,2089.03,1553.3,1416.99,2089.03,1838.6,1353.59,1553.3,2025.63,1616.7,1423.33,2089.03,1838.6,1803.73,1844.94,1803.73,1623.04,2323.61,2089.03,1616.7,2025.63,1553.3,2025.63,1394.8,1581.83,2247.53,1997.1,2019.29,1553.3,2247.53,1553.3,1803.73,2025.63,1768.86,2025.63,2003.44,2241.19,2003.44,2031.97,2247.53,1768.86,2253.87,1553.3,2247.53,1553.3,2475.77,2497.96,1997.1,2697.67,2219,2469.43,2231.68,2925.91,2497.96,2219,2031.97,6181.5,8394.16,7322.7,7982.06,7598.49,6403.4,7062.76,5293.9,9307.12,6663.34,8895.02,8926.72,7576.3,6397.06,7817.22,8846.836,9180.32,9535.36,11059.496,14049.44,11850.728,10171.896,13764.14,10862.956,13878.26,10793.216,12451.76,12743.4,10837.596,14873.64,9506.196,180
13,1,228.24,98.27,0,98.27,98.27,228.24,0,228.24,98.27,0,98.27,98.27,228.24,0,228.24,98.27,0,98.27,98.27,228.24,0,228.24,98.27,0,98.27,98.27,228.24,0,228.24,98.27,0,98.27,98.27,228.24,0,228.24,98.27,0,98.27,98.27,228.24,0,228.24,98.27,0,98.27,98.27,228.24,0,228.24,98.27,0,98.27,98.27,228.24,0,228.24,98.27,0,98.27,98.27,228.24,0,228.24,98.27,0,98.27,98.27,228.24,0,228.24,98.27,0,98.27,98.27,228.24,98.27,228.24,98.27,0,98.27,98.27,228.24,98.27,228.24,98.27,0,98.27,98.27,228.24,98.27,228.24,98.27,0,98.27,98.27,228.24,98.27,228.24,98.27,0,98.27,98.27,228.24,98.27,228.24,98.27,0,98.27,98.27,228.24,98.27,228.24,98.27,0,98.27,98.27,228.24,98.27,228.24,98.27,0,98.27,98.27,228.24,0,228.24,98.27,0,98.27,98.27,228.24,0,228.24,98.27,0,98.27,98.27,228.24,0,228.24,98.27,0,98.27,98.27,228.24,0,228.24,98.27,0,98.27,98.27,228.24,0,456.48,294.81,0,294.81,294.81,456.48,0,456.48,294.81,0,294.81,294.81,456.48,0,228.24,294.81,0,294.81,294.81,456.48,0,456.48,327.144,0,327.144,327.144,456.48,0,456.48,327.144,0
13,2,1136.762,869.848,864.142,857.802,727.832,658.092,1463.272,1136.762,869.848,864.142,857.802,727.832,658.092,1421.428,1136.762,850.828,864.142,857.802,727.832,658.092,1421.428,1136.762,869.848,864.142,857.802,708.812,658.092,1392.264,1136.762,1136.128,864.142,1016.302,613.712,658.092,1463.272,886.332,977.628,711.982,1016.302,613.712,658.092,1269.268,1136.762,815.958,864.142,974.458,613.712,658.092,1311.112,886.332,857.802,711.982,857.802,613.712,658.092,1228.692,844.488,851.462,635.902,1009.962,841.952,886.332,1228.692,886.332,1009.962,635.902,1231.862,613.712,886.332,1228.692,886.332,902.182,635.902,1009.962,841.952,886.332,1228.692,886.332,902.182,635.902,1231.862,841.952,886.332,1228.692,1009.328,902.182,635.902,1231.862,841.952,1009.328,1076.532,1009.328,1000.452,563.626,1231.862,798.84,966.216,918.032,966.216,902.182,440.63,1231.862,798.84,843.22,1076.532,966.216,743.682,563.626,1231.862,798.84,947.196,1076.532,947.196,883.162,544.606,1231.862,779.82,947.196,1076.532,947.196,902.182,544.606,1231.862,779.82,947.196,1135.494,696.766,1022.008,544.606,1231.862,779.82,696.766,826.102,696.766,1002.988,544.606,1231.862,779.82,696.766,826.102,573.77,1022.008,544.606,1231.862,779.82,696.766,1076.532,573.77,1022.008,544.606,1231.862,779.82,696.766,1676.93,1771.396,1371.976,867.946,1331.4,1103.16,1020.106,1176.07,1270.536,1121.546,867.946,1553.3,1103.16,1020.106,1176.07,1270.536,1121.546,867.946,1331.4,1103.16,1020.106,1099.99,1270.536,1121.546,744.95,1553.3,1103.16,1020.106,1099.99,1270.536,1121.546,174.12
13,2,438.93,408.93,408.93,408.93,408.93,438.93,408.93,438.93,408.93,408.93,438.93,438.93,438.93,408.93,438.93,408.93,408.93,408.93,408.93,438.93,408.93,438.93,408.93,408.93,408.93,408.93,438.93,408.93,438.93,408.93,408.93,408.93,408.93,438.93,408.93,438.93,408.93,408.93,408.93,408.93,438.93,408.93,438.93,408.93,408.93,408.93,438.93,438.93,408.93,660.83,408.93,408.93,408.93,408.93,438.93,408.93,438.93,408.93,408.93,408.93,408.93,438.93,408.93,438.93,408.93,438.93,408.93,408.93,438.93,408.93,438.93,408.93,438.93,408.93,408.93,438.93,408.93,557.286,408.93,438.93,408.93,408.93,438.93,408.93,438.93,408.93,438.93,408.93,408.93,438.93,408.93,438.93,408.93,630.83,408.93,408.93,630.83,408.93,630.83,408.93,438.93,408.93,408.93,438.93,408.93,438.93,408.93,630.83,408.93,408.93,438.93,408.93,438.93,408.93,438.93,408.93,408.93,438.93,408.93,438.93,408.93,438.93,438.93,630.83,660.83,630.83,660.83,630.83,852.73,630.83,852.73,660.83,660.83,660.83,852.73,660.83,660.83,660.83,660.83,630.83,660.83,630.83,852.73,630.83,630.83,660.83,630.83,660.83,630.83,852.73,630.83,630.83,660.83,1039.76,1325.06,1166.56,1103.16,1166.56,1166.56,1004.66,1166.56,1166.56,1166.56,1166.56,1166.56,1166.56,1388.46,1166.56,1166.56,1166.56,1166.56,1166.56,1166.56,1166.56,1166.56,1388.46,1166.56,1166.56,1166.56,1166.56,1166.56,1166.56,1166.56,1166.56,30
